"Name","SizeBytes","Path"
".last-run.json","96","results\planner-svg-playwright-2026-06-20\playwright-output\.last-run.json"
".last-run.json","96","test-results\.last-run.json"
"27-06-2025 Image 03.webp","118448","public\images\hero\27-06-2025 Image 03.webp"
"27-06-2025 Image 03.webp","118448","public\images\projects\TVS\27-06-2025 Image 03.webp"
"27-06-2025 Image 06.webp","94088","public\images\hero\27-06-2025 Image 06.webp"
"27-06-2025 Image 06.webp","94088","public\images\projects\TVS\27-06-2025 Image 06.webp"
"686d3b55385e7b905b01d3a5_6899ab6c10d61f61929e6bbb_image_1240.png","75726","public\images\catalog\686d3b55385e7b905b01d3a5_6899ab6c10d61f61929e6bbb_image_1240.png"
"686d3b55385e7b905b01d3a5_6899ab6c10d61f61929e6bbb_image_1240.png","75726","public\images\tables\686d3b55385e7b905b01d3a5_6899ab6c10d61f61929e6bbb_image_1240.png"
"686d3b55385e7b905b01d3a5_6899abac81b853e07c6bdded_image_1238.png","76587","public\images\catalog\686d3b55385e7b905b01d3a5_6899abac81b853e07c6bdded_image_1238.png"
"686d3b55385e7b905b01d3a5_6899abac81b853e07c6bdded_image_1238.png","76587","public\images\tables\686d3b55385e7b905b01d3a5_6899abac81b853e07c6bdded_image_1238.png"
"686d3b55385e7b905b01d3a5_6899ac6f98d87ab3c05862ed_image_1218.png","97077","public\images\catalog\686d3b55385e7b905b01d3a5_6899ac6f98d87ab3c05862ed_image_1218.png"
"686d3b55385e7b905b01d3a5_6899ac6f98d87ab3c05862ed_image_1218.png","97077","public\images\tables\686d3b55385e7b905b01d3a5_6899ac6f98d87ab3c05862ed_image_1218.png"
"686d3b55385e7b905b01d3a5_68a319f5dafd6cd106ec5943_orbit.jpg","445945","public\images\catalog\686d3b55385e7b905b01d3a5_68a319f5dafd6cd106ec5943_orbit.jpg"
"686d3b55385e7b905b01d3a5_68a319f5dafd6cd106ec5943_orbit.jpg","445945","public\images\soft-seating\686d3b55385e7b905b01d3a5_68a319f5dafd6cd106ec5943_orbit.jpg"
"686d3b55385e7b905b01d3a5_68ac09820580a18498c921c1_convesso.jpg","462580","public\images\catalog\686d3b55385e7b905b01d3a5_68ac09820580a18498c921c1_convesso.jpg"
"686d3b55385e7b905b01d3a5_68ac09820580a18498c921c1_convesso.jpg","462580","public\images\tables\686d3b55385e7b905b01d3a5_68ac09820580a18498c921c1_convesso.jpg"
"686d3b55385e7b905b01d3a5_68ac09a549f11a71a090b1bc_sleek_meet.jpg","438609","public\images\catalog\686d3b55385e7b905b01d3a5_68ac09a549f11a71a090b1bc_sleek_meet.jpg"
"686d3b55385e7b905b01d3a5_68ac09a549f11a71a090b1bc_sleek_meet.jpg","438609","public\images\tables\686d3b55385e7b905b01d3a5_68ac09a549f11a71a090b1bc_sleek_meet.jpg"
"686d3b55385e7b905b01d3a5_68ac09c017fc68ec25131aa8_desk_meet.jpg","425523","public\images\catalog\686d3b55385e7b905b01d3a5_68ac09c017fc68ec25131aa8_desk_meet.jpg"
"686d3b55385e7b905b01d3a5_68ac09c017fc68ec25131aa8_desk_meet.jpg","425523","public\images\tables\686d3b55385e7b905b01d3a5_68ac09c017fc68ec25131aa8_desk_meet.jpg"
"686d3b55385e7b905b01d3a5_68ac09debc8b483e98f2e291_curvivo.jpg","351029","public\images\catalog\686d3b55385e7b905b01d3a5_68ac09debc8b483e98f2e291_curvivo.jpg"
"686d3b55385e7b905b01d3a5_68ac09debc8b483e98f2e291_curvivo.jpg","351029","public\images\tables\686d3b55385e7b905b01d3a5_68ac09debc8b483e98f2e291_curvivo.jpg"
"686d3b55385e7b905b01d3a5_68ac0a42acae760a25ca04cd_letz_think.jpg","507816","public\images\catalog\686d3b55385e7b905b01d3a5_68ac0a42acae760a25ca04cd_letz_think.jpg"
"686d3b55385e7b905b01d3a5_68ac0a42acae760a25ca04cd_letz_think.jpg","507816","public\images\tables\686d3b55385e7b905b01d3a5_68ac0a42acae760a25ca04cd_letz_think.jpg"
"686d3b55385e7b905b01d3a5_68ac0a8c7b975fe679fd0ee3_cafe_sleek_1.jpg","321259","public\images\catalog\686d3b55385e7b905b01d3a5_68ac0a8c7b975fe679fd0ee3_cafe_sleek_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0a8c7b975fe679fd0ee3_cafe_sleek_1.jpg","321259","public\images\tables\686d3b55385e7b905b01d3a5_68ac0a8c7b975fe679fd0ee3_cafe_sleek_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0ad23ae62d06453de864_canvene_1.jpg","201949","public\images\catalog\686d3b55385e7b905b01d3a5_68ac0ad23ae62d06453de864_canvene_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0ad23ae62d06453de864_canvene_1.jpg","201949","public\images\tables\686d3b55385e7b905b01d3a5_68ac0ad23ae62d06453de864_canvene_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0ae80580a18498c9f668_inox_1.jpg","134088","public\images\catalog\686d3b55385e7b905b01d3a5_68ac0ae80580a18498c9f668_inox_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0ae80580a18498c9f668_inox_1.jpg","134088","public\images\tables\686d3b55385e7b905b01d3a5_68ac0ae80580a18498c9f668_inox_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0b19714954caacc56e8c_stake_1.jpg","108211","public\images\catalog\686d3b55385e7b905b01d3a5_68ac0b19714954caacc56e8c_stake_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0b19714954caacc56e8c_stake_1.jpg","108211","public\images\tables\686d3b55385e7b905b01d3a5_68ac0b19714954caacc56e8c_stake_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0b807564dd58e2a3306e_nextable_1.jpg","320832","public\images\catalog\686d3b55385e7b905b01d3a5_68ac0b807564dd58e2a3306e_nextable_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0b807564dd58e2a3306e_nextable_1.jpg","320832","public\images\tables\686d3b55385e7b905b01d3a5_68ac0b807564dd58e2a3306e_nextable_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0bcdb10ee7e0d263392f_impulse_1.jpg","325589","public\images\catalog\686d3b55385e7b905b01d3a5_68ac0bcdb10ee7e0d263392f_impulse_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0bcdb10ee7e0d263392f_impulse_1.jpg","325589","public\images\tables\686d3b55385e7b905b01d3a5_68ac0bcdb10ee7e0d263392f_impulse_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0be40f3412327f1d163e_uniflip_1.jpg","298743","public\images\catalog\686d3b55385e7b905b01d3a5_68ac0be40f3412327f1d163e_uniflip_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0be40f3412327f1d163e_uniflip_1.jpg","298743","public\images\tables\686d3b55385e7b905b01d3a5_68ac0be40f3412327f1d163e_uniflip_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0c17a71dc35ac0df3c77_modulus_1.jpg","279572","public\images\catalog\686d3b55385e7b905b01d3a5_68ac0c17a71dc35ac0df3c77_modulus_1.jpg"
"686d3b55385e7b905b01d3a5_68ac0c17a71dc35ac0df3c77_modulus_1.jpg","279572","public\images\tables\686d3b55385e7b905b01d3a5_68ac0c17a71dc35ac0df3c77_modulus_1.jpg"
"686d3b55385e7b905b01d3a5_690320cae57dfa867bb9fb19_crest.jpg","316664","public\images\catalog\686d3b55385e7b905b01d3a5_690320cae57dfa867bb9fb19_crest.jpg"
"686d3b55385e7b905b01d3a5_690320cae57dfa867bb9fb19_crest.jpg","316664","public\images\tables\686d3b55385e7b905b01d3a5_690320cae57dfa867bb9fb19_crest.jpg"
"686d3b55385e7b905b01d3a5_690f482177b80a5aa8d4f314_exquisite.jpg","396696","public\images\catalog\686d3b55385e7b905b01d3a5_690f482177b80a5aa8d4f314_exquisite.jpg"
"686d3b55385e7b905b01d3a5_690f482177b80a5aa8d4f314_exquisite.jpg","396696","public\images\tables\686d3b55385e7b905b01d3a5_690f482177b80a5aa8d4f314_exquisite.jpg"
"686d3b55385e7b905b01d3a5_69207b1e31e6cda889f3dc1e_opus.jpg","387036","public\images\catalog\686d3b55385e7b905b01d3a5_69207b1e31e6cda889f3dc1e_opus.jpg"
"686d3b55385e7b905b01d3a5_69207b1e31e6cda889f3dc1e_opus.jpg","387036","public\images\tables\686d3b55385e7b905b01d3a5_69207b1e31e6cda889f3dc1e_opus.jpg"
"686d3b55385e7b905b01d3a5_69271a27cccef8a26e5b982b_trio_1.jpg","204707","public\images\catalog\686d3b55385e7b905b01d3a5_69271a27cccef8a26e5b982b_trio_1.jpg"
"686d3b55385e7b905b01d3a5_69271a27cccef8a26e5b982b_trio_1.jpg","204707","public\images\workstations\686d3b55385e7b905b01d3a5_69271a27cccef8a26e5b982b_trio_1.jpg"
"686d3b55385e7b905b01d3a5_69280b87ff297e69976d3ab6_brim_1.jpg","117422","public\images\catalog\686d3b55385e7b905b01d3a5_69280b87ff297e69976d3ab6_brim_1.jpg"
"686d3b55385e7b905b01d3a5_69280b87ff297e69976d3ab6_brim_1.jpg","117422","public\images\soft-seating\686d3b55385e7b905b01d3a5_69280b87ff297e69976d3ab6_brim_1.jpg"
"686d3b55385e7b905b01d3a5_692af3dff014edab0a0eab6d_fynn.jpg","364246","public\images\catalog\686d3b55385e7b905b01d3a5_692af3dff014edab0a0eab6d_fynn.jpg"
"686d3b55385e7b905b01d3a5_692af3dff014edab0a0eab6d_fynn.jpg","364246","public\images\soft-seating\686d3b55385e7b905b01d3a5_692af3dff014edab0a0eab6d_fynn.jpg"
"686d3b55385e7b905b01d3a5_693aa6dc791283acd3853cfa_fenix_1.jpg","168683","public\images\catalog\686d3b55385e7b905b01d3a5_693aa6dc791283acd3853cfa_fenix_1.jpg"
"686d3b55385e7b905b01d3a5_693aa6dc791283acd3853cfa_fenix_1.jpg","168683","public\images\workstations\686d3b55385e7b905b01d3a5_693aa6dc791283acd3853cfa_fenix_1.jpg"
"686d3b55385e7b905b01d3a5_694a6270eafa71d6f5e33b7f_hat_2a.jpg","282452","public\images\catalog\686d3b55385e7b905b01d3a5_694a6270eafa71d6f5e33b7f_hat_2a.jpg"
"686d3b55385e7b905b01d3a5_694a6270eafa71d6f5e33b7f_hat_2a.jpg","282452","public\images\workstations\686d3b55385e7b905b01d3a5_694a6270eafa71d6f5e33b7f_hat_2a.jpg"
"686d3b55385e7b905b01d3a5_694b91752b9659cee7897a61_grace_landing_1.jpg","480194","public\images\catalog\686d3b55385e7b905b01d3a5_694b91752b9659cee7897a61_grace_landing_1.jpg"
"686d3b55385e7b905b01d3a5_694b91752b9659cee7897a61_grace_landing_1.jpg","480194","public\images\soft-seating\686d3b55385e7b905b01d3a5_694b91752b9659cee7897a61_grace_landing_1.jpg"
"686d3b55385e7b905b01d3a5_694bc1c696a177177806618c_moonlight_1.jpg","200331","public\images\catalog\686d3b55385e7b905b01d3a5_694bc1c696a177177806618c_moonlight_1.jpg"
"686d3b55385e7b905b01d3a5_694bc1c696a177177806618c_moonlight_1.jpg","200331","public\images\soft-seating\686d3b55385e7b905b01d3a5_694bc1c696a177177806618c_moonlight_1.jpg"
"arvo.dwg","11112620","public\images\chairs\arvo\arvo.dwg"
"arvo.dwg","11112620","public\models\chairs\arvo\arvo.dwg"
"arvo.max","8290304","public\images\chairs\arvo\arvo.max"
"arvo.max","8290304","public\models\chairs\arvo\arvo.max"
"canaret.dwg","865032","public\images\chairs\canaret\canaret.dwg"
"canaret.dwg","865032","public\models\chairs\canaret\canaret.dwg"
"canaret.max","471040","public\images\chairs\canaret\canaret.max"
"canaret.max","471040","public\models\chairs\canaret\canaret.max"
"caneva-high.dwg","17544418","public\images\chairs\caneva-high\caneva-high.dwg"
"caneva-high.dwg","17544418","public\models\chairs\caneva-high\caneva-high.dwg"
"caneva-high.max","8429568","public\images\chairs\caneva-high\caneva-high.max"
"caneva-high.max","8429568","public\models\chairs\caneva-high\caneva-high.max"
"caneva.dwg","22302213","public\images\chairs\caneva\caneva.dwg"
"caneva.dwg","22302213","public\models\chairs\caneva\caneva.dwg"
"caneva.max","11837440","public\images\chairs\caneva\caneva.max"
"caneva.max","11837440","public\models\chairs\caneva\caneva.max"
"crotch.dwg","1675784","public\images\chairs\crotch\crotch.dwg"
"crotch.dwg","1675784","public\models\chairs\crotch\crotch.dwg"
"crotch.max","593920","public\images\chairs\crotch\crotch.max"
"crotch.max","593920","public\models\chairs\crotch\crotch.max"
"dive.dwg","2151848","public\images\chairs\dive\dive.dwg"
"dive.dwg","2151848","public\models\chairs\dive\dive.dwg"
"dive.max","651264","public\images\chairs\dive\dive.max"
"dive.max","651264","public\models\chairs\dive\dive.max"
"ember.dwg","6691609","public\images\chairs\ember\ember.dwg"
"ember.dwg","6691609","public\models\chairs\ember\ember.dwg"
"ember.max","2637824","public\images\chairs\ember\ember.max"
"ember.max","2637824","public\models\chairs\ember\ember.max"
"favicon.ico","1991","app\(site)\favicon.ico"
"favicon.ico","1991","public\favicon.ico"
"flex.max","6316138","public\images\chairs\flex\flex.max"
"flex.max","6316138","public\models\chairs\flex\flex.max"
"fluid-mb.max","6664298","public\images\chairs\fluid\fluid-mb.max"
"fluid-mb.max","6664298","public\models\chairs\fluid\fluid-mb.max"
"fluid-x-hb.max","17031168","public\images\chairs\fluid-x\fluid-x-hb.max"
"fluid-x-hb.max","17031168","public\models\chairs\fluid-x\fluid-x-hb.max"
"fynn.dwg","1505262","public\images\chairs\fynn\fynn.dwg"
"fynn.dwg","1505262","public\models\chairs\fynn\fynn.dwg"
"fynn.max","811008","public\images\chairs\fynn\fynn.max"
"fynn.max","811008","public\models\chairs\fynn\fynn.max"
"icon.png","23532","app\(site)\icon.png"
"icon.png","23532","public\icon.png"
"image-08.webp","8970","public\images\catalog\oando-seating--logica\image-08.webp"
"image-08.webp","8970","public\images\catalog\oando-seating--zilo\image-08.webp"
"image-1.jpg","501264","public\images\catalog\oando-seating--casca\image-1.jpg"
"image-1.jpg","501264","public\images\catalog\oando-soft-seating--casca\image-1.jpg"
"image-1.jpg","532910","public\images\catalog\oando-seating--halo\image-1.jpg"
"image-1.jpg","532910","public\images\catalog\oando-soft-seating--halo\image-1.jpg"
"image-1.webp","6172","public\images\catalog\oando-collaborative--cocoon-pod\image-1.webp"
"image-1.webp","6172","public\images\educational\image-1.webp"
"image-11.webp","6186","public\images\catalog\oando-seating--arvo\image-11.webp"
"image-11.webp","6186","public\images\collaborative\image-11.webp"
"image-14.webp","11712","public\images\catalog\oando-seating--fluid\image-14.webp"
"image-14.webp","11712","public\images\storage\image-14.webp"
"image-15.webp","8070","public\images\catalog\oando-seating--fluid\image-15.webp"
"image-15.webp","8070","public\images\storage\image-15.webp"
"image-16.webp","12092","public\images\catalog\oando-seating--fluid\image-16.webp"
"image-16.webp","12092","public\images\storage\image-16.webp"
"image-2.jpg","498261","public\images\catalog\oando-seating--casca\image-2.jpg"
"image-2.jpg","498261","public\images\catalog\oando-soft-seating--casca\image-2.jpg"
"image-2.jpg","626520","public\images\catalog\oando-seating--halo\image-2.jpg"
"image-2.jpg","626520","public\images\catalog\oando-soft-seating--halo\image-2.jpg"
"image-2.webp","69844","public\images\catalog\oando-soft-seating--lura\image-2.webp"
"image-2.webp","69844","public\images\collaborative\image-2.webp"
"image-3.jpg","354507","public\images\catalog\oando-seating--halo\image-3.jpg"
"image-3.jpg","354507","public\images\catalog\oando-soft-seating--halo\image-3.jpg"
"image-3.jpg","463312","public\images\catalog\oando-seating--casca\image-3.jpg"
"image-3.jpg","463312","public\images\catalog\oando-soft-seating--casca\image-3.jpg"
"image-39.webp","14172","public\images\products\imported\accesory-part\image-39.webp"
"image-39.webp","14172","public\images\storage\image-39.webp"
"image-4.jpg","350496","public\images\catalog\oando-seating--halo\image-4.jpg"
"image-4.jpg","350496","public\images\catalog\oando-soft-seating--halo\image-4.jpg"
"image-4.jpg","404832","public\images\catalog\oando-seating--casca\image-4.jpg"
"image-4.jpg","404832","public\images\catalog\oando-soft-seating--casca\image-4.jpg"
"image-42.webp","56884","public\images\products\imported\accesory-part\image-42.webp"
"image-42.webp","56884","public\images\storage\image-42.webp"
"image-45.webp","10176","public\images\products\imported\accesory-part\image-45.webp"
"image-45.webp","10176","public\images\storage\image-45.webp"
"image-5.jpg","507079","public\images\catalog\oando-seating--halo\image-5.jpg"
"image-5.jpg","507079","public\images\catalog\oando-soft-seating--halo\image-5.jpg"
"image-73.webp","38326","public\images\products\imported\cabin\image-73.webp"
"image-73.webp","38326","public\images\storage\image-73.webp"
"image-75.webp","48962","public\images\products\imported\cabin\image-75.webp"
"image-75.webp","48962","public\images\storage\image-75.webp"
"index.html","4394","results\coverage\app\crm\index.html"
"index.html","4394","results\coverage\app\ops\index.html"
"index.html","4422","results\coverage\app\(site)\terms\index.html"
"index.html","4422","results\coverage\lib\audit\index.html"
"index.html","4424","results\coverage\app\(site)\portal\index.html"
"index.html","4424","results\coverage\app\(site)\social\index.html"
"index.html","4425","results\coverage\app\api\audit\index.html"
"index.html","4425","results\coverage\app\api\plans\index.html"
"index.html","4426","results\coverage\app\(site)\contact\index.html"
"index.html","4426","results\coverage\app\crm\quotes\index.html"
"index.html","4426","results\coverage\lib\tracking\index.html"
"index.html","4428","results\coverage\app\(site)\news\index.html"
"index.html","4428","results\coverage\app\admin\plans\index.html"
"index.html","4428","results\coverage\app\crm\clients\index.html"
"index.html","4428","results\coverage\lib\types\index.html"
"index.html","4430","results\coverage\app\(site)\about\index.html"
"index.html","4430","results\coverage\app\api\ai-assist\index.html"
"index.html","4430","results\coverage\app\api\filter\index.html"
"index.html","4430","results\coverage\app\api\log-error\index.html"
"index.html","4430","results\coverage\app\crm\projects\index.html"
"index.html","4431","results\coverage\app\api\products\index.html"
"index.html","4431","results\coverage\app\api\tracking\index.html"
"index.html","4432","results\coverage\app\(site)\career\index.html"
"index.html","4432","results\coverage\app\(site)\service\index.html"
"index.html","4432","results\coverage\app\admin\catalog\index.html"
"index.html","4432","results\coverage\app\api\categories\index.html"
"index.html","4434","results\coverage\app\(site)\catalog\index.html"
"index.html","4434","results\coverage\app\(site)\gallery\index.html"
"index.html","4434","results\coverage\app\(site)\imprint\index.html"
"index.html","4434","results\coverage\app\(site)\privacy\index.html"
"index.html","4434","results\coverage\app\admin\features\index.html"
"index.html","4434","results\coverage\app\api\business-stats\index.html"
"index.html","4436","results\coverage\app\(site)\brochure\index.html"
"index.html","4436","results\coverage\app\(site)\planning\index.html"
"index.html","4436","results\coverage\app\(site)\tracking\index.html"
"index.html","4436","results\coverage\app\admin\analytics\index.html"
"index.html","4438","results\coverage\app\(site)\compare\index.html"
"index.html","4438","results\coverage\app\(site)\downloads\index.html"
"index.html","4438","results\coverage\app\(site)\showrooms\index.html"
"index.html","4438","results\coverage\app\(site)\solutions\index.html"
"index.html","4438","results\coverage\app\(site)\templates\index.html"
"index.html","4440","results\coverage\app\(site)\choose-product\index.html"
"index.html","4440","results\coverage\app\(site)\repo-store\index.html"
"index.html","4440","results\coverage\app\(site)\sustainability\index.html"
"index.html","4440","results\coverage\app\(site)\trusted-by\index.html"
"index.html","4442","results\coverage\app\(site)\projects\index.html"
"index.html","4442","results\coverage\app\(site)\support-ivr\index.html"
"index.html","4444","results\coverage\app\admin\buddy-catalog\index.html"
"index.html","4444","results\coverage\app\api\nav-search\index.html"
"index.html","4444","results\coverage\app\planner\(marketing)\index.html"
"index.html","4447","results\coverage\app\(site)\portfolio\index.html"
"index.html","4447","results\coverage\app\api\ai-advisor\index.html"
"index.html","4447","results\coverage\app\api\customer-queries\index.html"
"index.html","4448","results\coverage\app\admin\planner-catalog\index.html"
"index.html","4448","results\coverage\app\api\recommendations\index.html"
"index.html","4449","results\coverage\features\crm\stores\index.html"
"index.html","4449","results\coverage\lib\catalog\seed\index.html"
"index.html","4454","results\coverage\app\(site)\download-brochure\index.html"
"index.html","4454","results\coverage\app\api\theme\active\index.html"
"index.html","4460","results\coverage\app\(site)\backend-architecture\index.html"
"index.html","4460","results\coverage\app\(site)\refund-and-return-policy\index.html"
"index.html","4462","results\coverage\app\admin\plans\[id]\index.html"
"index.html","4462","results\coverage\app\api\admin\_lib\index.html"
"index.html","4464","results\coverage\app\api\admin\catalog\index.html"
"index.html","4464","results\coverage\app\crm\projects\[id]\index.html"
"index.html","4464","results\coverage\components\repo-store\index.html"
"index.html","4474","results\coverage\app\planner\(workspace)\canvas\index.html"
"index.html","4474","results\coverage\features\shared\shell\index.html"
"index.html","4480","results\coverage\app\api\admin\planner-catalog\index.html"
"index.html","4480","results\coverage\app\planner\(workspace)\guest\index.html"
"index.html","4481","results\coverage\app\api\planner\ai-advisor\index.html"
"index.html","4481","results\coverage\app\api\products\filter\index.html"
"index.html","4482","results\coverage\app\(site)\solutions\[category]\index.html"
"index.html","4482","results\coverage\features\shared\dashboard\index.html"
"index.html","4508","results\coverage\app\(site)\products\category\[slug]\index.html"
"index.html","4508","results\coverage\features\planner\shared\hooks\index.html"
"index.html","4522","results\coverage\app\planner\(marketing)\features\[slug]\index.html"
"index.html","4522","results\coverage\features\planner\canvas-fabric\models\index.html"
"index.html","4536","results\coverage\app\(site)\portal\guest\view\[id]\index.html"
"index.html","4536","results\coverage\app\api\admin\catalogs\[type]\[id]\index.html"
"index.html","5099","results\coverage\components\support\index.html"
"index.html","5099","results\coverage\features\shared\quotes\index.html"
"index.html","5807","results\coverage\features\planner\shared\document\index.html"
"index.html","5807","results\coverage\features\planner\shared\types\index.html"
"index.ts","26","features\shared\analytics\index.ts"
"index.ts","26","features\shared\auth\index.ts"
"index.ts","26","features\shared\catalog\index.ts"
"index.ts","26","features\shared\crm\index.ts"
"index.ts","26","features\shared\quotes\index.ts"
"layout.tsx","1521","app\crm\layout.tsx"
"layout.tsx","1521","app\ops\layout.tsx"
"layout.tsx.html","8336","results\coverage\app\crm\layout.tsx.html"
"layout.tsx.html","8336","results\coverage\app\ops\layout.tsx.html"
"myel-hb.max","17768448","public\images\chairs\myel\myel-hb.max"
"myel-hb.max","17768448","public\models\chairs\myel\myel-hb.max"
"next-env.d.ts","253","config\build\next-env.d.ts"
"next-env.d.ts","253","next-env.d.ts"
"page.tsx","228","app\(site)\catalog\page.tsx"
"page.tsx","228","app\planner\(workspace)\guest\page.tsx"
"page.tsx.html","4170","results\coverage\app\admin\buddy-catalog\page.tsx.html"
"page.tsx.html","4170","results\coverage\app\admin\features\page.tsx.html"
"page.tsx.html","4477","results\coverage\app\(site)\catalog\page.tsx.html"
"page.tsx.html","4477","results\coverage\app\crm\clients\page.tsx.html"
"phoenix-hb.max","28475392","public\images\chairs\phoenix\phoenix-hb.max"
"phoenix-hb.max","28475392","public\models\chairs\phoenix\phoenix-hb.max"
"revoq-hb.max","5480820","public\images\chairs\revoq\revoq-hb.max"
"revoq-hb.max","5480820","public\models\chairs\revoq\revoq-hb.max"
"server.ts","960","lib\supabase\server.ts"
"server.ts","960","platform\supabase\server.ts"
"smile.dwg","3698277","public\images\chairs\smile\smile.dwg"
"smile.dwg","3698277","public\models\chairs\smile\smile.dwg"
"smile.max","679936","public\images\chairs\smile\smile.max"
"smile.max","679936","public\models\chairs\smile\smile.max"
"spino-hb.max","3886164","public\images\chairs\spino\spino-hb.max"
"spino-hb.max","3886164","public\models\chairs\spino\spino-hb.max"
"sway-hb.max","14671872","public\images\chairs\sway\sway-hb.max"
"sway-hb.max","14671872","public\models\chairs\sway\sway-hb.max"
"types.ts","1701","lib\supabase\types.ts"
"types.ts","1701","platform\supabase\types.ts"
